Date,"Daily foreign exchange rates, 31 December 1979 ? 31 December 1998"
9/27/1984,3.035
9/28/1984,3.072
10/1/1984,3.062
10/2/1984,3.042
10/3/1984,3.016
10/4/1984,3.028
10/5/1984,3.05
10/9/1984,3.088
10/10/1984,3.078
10/11/1984,3.096
10/12/1984,3.119
10/15/1984,3.135
10/16/1984,3.14
10/17/1984,3.121
10/18/1984,3.119
10/19/1984,3.072
10/22/1984,3.074
10/23/1984,3.041
10/24/1984,3.023
10/25/1984,3.011
10/26/1984,3.032
10/29/1984,3.072
10/30/1984,3.045
10/31/1984,3.031
11/1/1984,2.989
11/2/1984,2.948
11/5/1984,2.93
11/7/1984,2.939
11/8/1984,2.94
11/9/1984,2.948
11/13/1984,2.943
11/14/1984,2.973
11/15/1984,2.962
11/16/1984,2.973
11/19/1984,2.995
11/20/1984,3.009
11/21/1984,3.019
11/23/1984,3.031
11/26/1984,3.062
11/27/1984,3.055
11/28/1984,3.072
11/29/1984,3.079
11/30/1984,3.11
12/3/1984,3.115
12/4/1984,3.06
12/5/1984,3.079
12/6/1984,3.062
12/7/1984,3.087
12/10/1984,3.093
12/11/1984,3.087
12/12/1984,3.087
12/13/1984,3.105
12/14/1984,3.091
12/17/1984,3.09
12/18/1984,3.087
12/19/1984,3.1
12/20/1984,3.13
12/21/1984,3.116
12/24/1984,3.124
12/26/1984,3.126
12/27/1984,3.152
12/28/1984,3.144
12/31/1984,3.155
1/2/1985,3.173
1/3/1985,3.163
1/4/1985,3.168
1/7/1985,3.178
1/8/1985,3.155
1/9/1985,3.163
1/10/1985,3.141
1/11/1985,3.155
1/14/1985,3.193
1/15/1985,3.186
1/16/1985,3.19
1/17/1985,3.183
1/18/1985,3.184
1/22/1985,3.171
1/23/1985,3.182
1/24/1985,3.158
1/25/1985,3.166
1/28/1985,3.167
1/29/1985,3.177
1/30/1985,3.17
1/31/1985,3.163
2/1/1985,3.18
2/4/1985,3.214
2/5/1985,3.226
2/6/1985,3.223
2/7/1985,3.246
2/8/1985,3.258
2/11/1985,3.276
2/13/1985,3.302
2/14/1985,3.29
2/15/1985,3.267
2/19/1985,3.315
2/20/1985,3.337
2/21/1985,3.358
2/22/1985,3.388
2/25/1985,3.453
2/26/1985,3.435
2/27/1985,3.335
2/28/1985,3.344
3/1/1985,3.354
3/4/1985,3.376
3/5/1985,3.432
3/6/1985,3.385
3/7/1985,3.397
3/8/1985,3.415
3/11/1985,3.339
3/12/1985,3.346
3/13/1985,3.357
3/14/1985,3.386
3/15/1985,3.378
3/18/1985,3.341
3/19/1985,3.277
3/20/1985,3.258
3/21/1985,3.21
3/22/1985,3.228
3/25/1985,3.237
3/26/1985,3.209
3/27/1985,3.127
3/28/1985,3.131
3/29/1985,3.083
4/1/1985,3.119
4/2/1985,3.154
4/3/1985,3.122
4/4/1985,3.178
4/5/1985,3.175
4/8/1985,3.164
4/9/1985,3.141
4/10/1985,3.135
4/11/1985,3.074
4/12/1985,3.06
4/15/1985,3.027
4/16/1985,3.028
4/17/1985,3.037
4/18/1985,2.98
4/19/1985,2.979
4/22/1985,3.02
4/23/1985,3.08
4/24/1985,3.119
4/25/1985,3.15
4/26/1985,3.133
4/29/1985,3.11
4/30/1985,3.098
5/1/1985,3.149
5/2/1985,3.178
5/3/1985,3.219
5/6/1985,3.222
5/7/1985,3.168
5/8/1985,3.194
5/9/1985,3.112
5/10/1985,3.121
5/13/1985,3.073
5/14/1985,3.045
5/15/1985,3.077
5/16/1985,3.09
5/17/1985,3.068
5/20/1985,3.036
5/21/1985,3.067
5/22/1985,3.079
5/23/1985,3.083
5/24/1985,3.094
5/28/1985,3.113
5/29/1985,3.079
5/30/1985,3.081
5/31/1985,3.059
6/3/1985,3.043
6/4/1985,3.055
6/5/1985,3.074
6/6/1985,3.058
6/7/1985,3.08
6/10/1985,3.102
6/11/1985,3.089
6/12/1985,3.09
6/13/1985,3.1
6/14/1985,3.058
6/17/1985,3.062
6/18/1985,3.03
6/19/1985,3.02
6/20/1985,3.075
6/21/1985,3.064
6/24/1985,3.07
6/25/1985,3.071
6/26/1985,3.044
6/27/1985,3.06
6/28/1985,3.029
7/1/1985,3.042
7/2/1985,3.046
7/3/1985,3.034
7/5/1985,3.007
7/8/1985,2.983
7/9/1985,2.96
7/10/1985,2.938
7/11/1985,2.919
7/12/1985,2.891
7/15/1985,2.879
7/16/1985,2.886
7/17/1985,2.837
7/18/1985,2.874
7/19/1985,2.889
7/22/1985,2.898
7/23/1985,2.85
7/24/1985,2.889
7/25/1985,2.864
7/26/1985,2.863
7/29/1985,2.823
7/30/1985,2.816
7/31/1985,2.8
8/1/1985,2.823
8/2/1985,2.825
8/5/1985,2.826
8/6/1985,2.85
8/7/1985,2.847
8/8/1985,2.829
8/9/1985,2.832
8/12/1985,2.798
8/13/1985,2.787
8/14/1985,2.791
8/15/1985,2.764
8/16/1985,2.758
8/19/1985,2.764
8/20/1985,2.779
8/21/1985,2.767
8/22/1985,2.743
8/23/1985,2.753
8/26/1985,2.773
8/27/1985,2.792
8/28/1985,2.772
8/29/1985,2.779
8/30/1985,2.811
9/3/1985,2.854
9/4/1985,2.851
9/5/1985,2.862
9/6/1985,2.932
9/9/1985,2.944
9/10/1985,2.941
9/11/1985,2.961
9/12/1985,2.944
9/13/1985,2.9
9/16/1985,2.882
9/17/1985,2.892
9/18/1985,2.907
9/19/1985,2.901
9/20/1985,2.848
9/23/1985,2.732
9/24/1985,2.716
9/25/1985,2.68
9/26/1985,2.662
9/27/1985,2.678
9/30/1985,2.679
10/1/1985,2.653
10/2/1985,2.649
10/3/1985,2.62
10/4/1985,2.635
10/7/1985,2.651
10/8/1985,2.647
10/9/1985,2.648
10/10/1985,2.657
10/11/1985,2.658
10/15/1985,2.663
10/16/1985,2.685
10/17/1985,2.649
10/18/1985,2.638
10/21/1985,2.638
10/22/1985,2.645
10/23/1985,2.638
10/24/1985,2.651
10/25/1985,2.654
10/28/1985,2.643
10/29/1985,2.622
10/30/1985,2.624
10/31/1985,2.619
11/1/1985,2.602
11/4/1985,2.598
11/5/1985,2.614
11/6/1985,2.6
11/7/1985,2.628
11/8/1985,2.624
11/12/1985,2.624
11/13/1985,2.615
11/14/1985,2.616
11/15/1985,2.624
11/18/1985,2.615
11/19/1985,2.599
11/20/1985,2.613
11/21/1985,2.594
11/22/1985,2.578
11/25/1985,2.566
11/26/1985,2.551
11/27/1985,2.543
11/29/1985,2.513
12/2/1985,2.522
12/3/1985,2.534
12/4/1985,2.52
12/5/1985,2.519
12/6/1985,2.526
12/9/1985,2.535
12/10/1985,2.54
12/11/1985,2.543
12/12/1985,2.515
12/13/1985,2.522
12/16/1985,2.524
12/17/1985,2.512
12/18/1985,2.518
12/19/1985,2.517
12/20/1985,2.512
12/23/1985,2.505
12/24/1985,2.506
12/26/1985,2.505
12/27/1985,2.473
12/30/1985,2.465
12/31/1985,2.447
1/2/1986,2.438
1/3/1986,2.461
1/6/1986,2.448
1/7/1986,2.445
1/8/1986,2.457
1/9/1986,2.448
1/10/1986,2.456
1/13/1986,2.463
1/14/1986,2.468
1/15/1986,2.463
1/16/1986,2.468
1/17/1986,2.465
1/21/1986,2.458
1/22/1986,2.449
1/23/1986,2.455
1/24/1986,2.417
1/27/1986,2.399
1/28/1986,2.398
1/29/1986,2.389
1/30/1986,2.379
1/31/1986,2.388
2/3/1986,2.401
2/4/1986,2.415
2/5/1986,2.386
2/6/1986,2.392
2/7/1986,2.41
2/10/1986,2.386
2/11/1986,2.375
2/12/1986,2.368
2/13/1986,2.349
2/14/1986,2.347
2/18/1986,2.344
2/19/1986,2.307
2/20/1986,2.308
2/21/1986,2.309
2/24/1986,2.283
2/25/1986,2.245
2/26/1986,2.228
2/27/1986,2.222
2/28/1986,2.231
3/3/1986,2.221
3/4/1986,2.201
3/5/1986,2.267
3/6/1986,2.243
3/7/1986,2.238
3/10/1986,2.281
3/11/1986,2.266
3/12/1986,2.284
3/13/1986,2.296
3/14/1986,2.263
3/17/1986,2.25
3/18/1986,2.248
3/19/1986,2.262
3/20/1986,2.257
3/21/1986,2.242
3/24/1986,2.288
3/25/1986,2.339
3/26/1986,2.33
3/27/1986,2.327
3/28/1986,2.335
3/31/1986,2.345
4/1/1986,2.343
4/2/1986,2.374
4/3/1986,2.393
4/4/1986,2.389
4/7/1986,2.397
4/8/1986,2.339
4/9/1986,2.343
4/10/1986,2.328
4/11/1986,2.307
4/14/1986,2.313
4/15/1986,2.314
4/16/1986,2.25
4/17/1986,2.218
4/18/1986,2.218
4/21/1986,2.207
4/22/1986,2.203
4/23/1986,2.196
4/24/1986,2.201
4/25/1986,2.176
4/28/1986,2.165
4/29/1986,2.176
4/30/1986,2.165
5/1/1986,2.205
5/2/1986,2.215
5/5/1986,2.188
5/6/1986,2.208
5/7/1986,2.197
5/8/1986,2.18
5/9/1986,2.178
5/12/1986,2.174
5/13/1986,2.198
5/14/1986,2.185
5/15/1986,2.197
5/16/1986,2.211
5/19/1986,2.224
5/20/1986,2.241
5/21/1986,2.243
5/22/1986,2.279
5/23/1986,2.276
5/27/1986,2.274
5/28/1986,2.28
5/29/1986,2.306
5/30/1986,2.325
6/2/1986,2.325
6/3/1986,2.274
6/4/1986,2.279
6/5/1986,2.238
6/6/1986,2.23
6/9/1986,2.236
6/10/1986,2.22
6/11/1986,2.214
6/12/1986,2.21
6/13/1986,2.209
6/16/1986,2.201
6/17/1986,2.241
6/18/1986,2.241
6/19/1986,2.233
6/20/1986,2.246
6/23/1986,2.249
6/24/1986,2.222
6/25/1986,2.216
6/26/1986,2.221
6/27/1986,2.204
6/30/1986,2.201
7/1/1986,2.176
7/2/1986,2.189
7/3/1986,2.174
7/7/1986,2.183
7/8/1986,2.181
7/9/1986,2.187
7/10/1986,2.175
7/11/1986,2.189
7/14/1986,2.181
7/15/1986,2.166
7/16/1986,2.15
7/17/1986,2.148
7/18/1986,2.131
7/21/1986,2.121
7/22/1986,2.138
7/23/1986,2.133
7/24/1986,2.138
7/25/1986,2.146
7/28/1986,2.114
7/29/1986,2.112
7/30/1986,2.114
7/31/1986,2.094
8/1/1986,2.084
8/4/1986,2.084
8/5/1986,2.09
8/6/1986,2.085
8/7/1986,2.067
8/8/1986,2.07
8/11/1986,2.061
8/12/1986,2.078
8/13/1986,2.071
8/14/1986,2.063
8/15/1986,2.063
8/18/1986,2.071
8/19/1986,2.059
8/20/1986,2.049
8/21/1986,2.043
8/22/1986,2.045
8/25/1986,2.043
8/26/1986,2.05
8/27/1986,2.046
8/28/1986,2.05
8/29/1986,2.035
9/2/1986,2.032
9/3/1986,2.027
9/4/1986,2.03
9/5/1986,2.048
9/8/1986,2.072
9/9/1986,2.06
9/10/1986,2.064
9/11/1986,2.092
9/12/1986,2.061
9/15/1986,2.052
9/16/1986,2.049
9/17/1986,2.029
9/18/1986,1.99
9/19/1986,1.992
9/22/1986,2.031
9/23/1986,2.052
9/24/1986,2.048
9/25/1986,2.046
9/26/1986,2.046
9/29/1986,2.026
9/30/1986,2.027
10/1/1986,2.022
10/2/1986,2.007
10/3/1986,2
10/6/1986,1.991
10/7/1986,2.002
10/8/1986,1.997
10/9/1986,2.004
10/10/1986,1.987
10/14/1986,1.975
10/15/1986,1.974
10/16/1986,1.976
10/17/1986,1.975
10/20/1986,1.988
10/21/1986,1.989
10/22/1986,1.986
10/23/1986,1.995
10/24/1986,2.032
10/27/1986,2.047
10/28/1986,2.034
10/29/1986,2.03
10/30/1986,2.053
10/31/1986,2.061
11/3/1986,2.064
11/4/1986,2.058
11/5/1986,2.064
11/6/1986,2.062
11/7/1986,2.066
11/10/1986,2.046
11/12/1986,2.023
11/13/1986,2.011
11/14/1986,2.003
11/17/1986,2.014
11/18/1986,2.013
11/19/1986,2.008
11/20/1986,2.009
11/21/1986,2.022
11/24/1986,2.019
11/25/1986,1.994
11/26/1986,1.992
11/28/1986,1.973
12/1/1986,1.966
12/2/1986,1.973
12/3/1986,1.973
12/4/1986,1.993
12/5/1986,2.001
12/8/1986,2.01
12/9/1986,2.019
12/10/1986,2.012
12/11/1986,2.017
12/12/1986,2.017
12/15/1986,2.018
12/16/1986,2.019
12/17/1986,2.016
12/18/1986,2.01
12/19/1986,2.007
12/22/1986,1.979
12/23/1986,1.966
12/24/1986,1.968
12/26/1986,1.963
12/29/1986,1.943
12/30/1986,1.947
12/31/1986,1.924
1/2/1987,1.918
1/5/1987,1.931
1/6/1987,1.92
1/7/1987,1.928
1/8/1987,1.921
1/9/1987,1.919
1/12/1987,1.892
1/13/1987,1.876
1/14/1987,1.836
1/15/1987,1.842
1/16/1987,1.845
1/20/1987,1.839
1/21/1987,1.848
1/22/1987,1.815
1/23/1987,1.826
1/26/1987,1.824
1/27/1987,1.806
1/28/1987,1.789
1/29/1987,1.787
1/30/1987,1.833
2/2/1987,1.807
2/3/1987,1.799
2/4/1987,1.814
2/5/1987,1.841
2/6/1987,1.856
2/9/1987,1.818
2/10/1987,1.798
2/11/1987,1.817
2/12/1987,1.825
2/13/1987,1.83
2/17/1987,1.815
2/18/1987,1.828
2/19/1987,1.835
2/20/1987,1.828
2/23/1987,1.831
2/24/1987,1.835
2/25/1987,1.83
2/26/1987,1.823
2/27/1987,1.828
3/2/1987,1.832
3/3/1987,1.834
3/4/1987,1.839
3/5/1987,1.832
3/6/1987,1.84
3/9/1987,1.855
3/10/1987,1.857
3/11/1987,1.871
3/12/1987,1.861
3/13/1987,1.853
3/16/1987,1.838
3/17/1987,1.839
3/18/1987,1.837
3/19/1987,1.834
3/20/1987,1.835
3/23/1987,1.821
3/24/1987,1.822
3/25/1987,1.827
3/26/1987,1.829
3/27/1987,1.824
3/30/1987,1.803
3/31/1987,1.802
4/1/1987,1.821
4/2/1987,1.815
4/3/1987,1.826
4/6/1987,1.826
4/7/1987,1.827
4/8/1987,1.84
4/9/1987,1.824
4/10/1987,1.807
4/13/1987,1.811
4/14/1987,1.803
4/15/1987,1.807
4/16/1987,1.812
4/17/1987,1.816
4/20/1987,1.813
4/21/1987,1.817
4/22/1987,1.825
4/23/1987,1.813
4/24/1987,1.791
4/27/1987,1.783
4/28/1987,1.796
4/29/1987,1.793
4/30/1987,1.799
5/1/1987,1.782
5/4/1987,1.774
5/5/1987,1.769
5/6/1987,1.774
5/7/1987,1.778
5/8/1987,1.789
5/11/1987,1.797
5/12/1987,1.79
5/13/1987,1.79
5/14/1987,1.787
5/15/1987,1.779
5/18/1987,1.779
5/19/1987,1.778
5/20/1987,1.774
5/21/1987,1.778
5/22/1987,1.779
5/26/1987,1.808
5/27/1987,1.82
5/28/1987,1.816
5/29/1987,1.824
6/1/1987,1.834
6/2/1987,1.804
6/3/1987,1.808
6/4/1987,1.819
6/5/1987,1.814
6/8/1987,1.805
6/9/1987,1.791
6/10/1987,1.796
6/11/1987,1.794
6/12/1987,1.812
6/15/1987,1.825
6/16/1987,1.827
6/17/1987,1.826
6/18/1987,1.825
6/19/1987,1.83
6/22/1987,1.841
6/23/1987,1.834
6/24/1987,1.823
6/25/1987,1.829
6/26/1987,1.827
6/29/1987,1.831
6/30/1987,1.826
7/1/1987,1.829
7/2/1987,1.832
7/3/1987,1.84
7/6/1987,1.84
7/7/1987,1.84
7/8/1987,1.842
7/9/1987,1.839
7/10/1987,1.845
7/13/1987,1.843
7/14/1987,1.85
7/15/1987,1.831
7/16/1987,1.837
7/17/1987,1.859
7/20/1987,1.862
7/21/1987,1.865
7/22/1987,1.864
7/23/1987,1.855
7/24/1987,1.854
7/27/1987,1.855
7/28/1987,1.857
7/29/1987,1.858
7/30/1987,1.856
7/31/1987,1.859
8/3/1987,1.865
8/4/1987,1.892
8/5/1987,1.878
8/6/1987,1.884
8/7/1987,1.89
8/10/1987,1.894
8/11/1987,1.898
8/12/1987,1.893
8/13/1987,1.887
8/14/1987,1.876
8/17/1987,1.877
8/18/1987,1.845
8/19/1987,1.841
8/20/1987,1.828
8/21/1987,1.818
8/24/1987,1.817
8/25/1987,1.823
8/26/1987,1.826
8/27/1987,1.814
8/28/1987,1.81
8/31/1987,1.811
9/1/1987,1.813
9/2/1987,1.803
9/3/1987,1.794
9/4/1987,1.796
9/8/1987,1.793
9/9/1987,1.797
9/10/1987,1.807
9/11/1987,1.8
9/14/1987,1.818
9/15/1987,1.816
9/16/1987,1.816
9/17/1987,1.817
9/18/1987,1.806
9/21/1987,1.815
9/22/1987,1.82
9/23/1987,1.822
9/24/1987,1.822
9/25/1987,1.821
9/28/1987,1.825
9/29/1987,1.84
9/30/1987,1.843
10/1/1987,1.847
10/2/1987,1.843
10/5/1987,1.843
10/6/1987,1.836
10/7/1987,1.826
10/8/1987,1.823
10/9/1987,1.814
10/13/1987,1.821
10/14/1987,1.811
10/15/1987,1.801
10/16/1987,1.802
10/19/1987,1.778
10/20/1987,1.808
10/21/1987,1.813
10/22/1987,1.814
10/23/1987,1.787
10/26/1987,1.775
10/27/1987,1.764
10/28/1987,1.753
10/29/1987,1.729
10/30/1987,1.728
11/2/1987,1.713
11/3/1987,1.715
11/4/1987,1.711
11/5/1987,1.669
11/6/1987,1.675
11/9/1987,1.662
11/10/1987,1.665
11/12/1987,1.699
11/13/1987,1.688
11/16/1987,1.704
11/17/1987,1.693
11/18/1987,1.688
11/19/1987,1.681
11/20/1987,1.682
11/23/1987,1.668
11/24/1987,1.687
11/25/1987,1.669
11/27/1987,1.655
11/30/1987,1.641
12/1/1987,1.649
12/2/1987,1.654
12/3/1987,1.66
12/4/1987,1.669
12/7/1987,1.672
12/8/1987,1.669
12/9/1987,1.664
12/10/1987,1.637
12/11/1987,1.632
12/14/1987,1.631
12/15/1987,1.631
12/16/1987,1.631
12/17/1987,1.623
12/18/1987,1.634
12/21/1987,1.635
12/22/1987,1.629
12/23/1987,1.637
12/24/1987,1.629
12/28/1987,1.597
12/29/1987,1.596
12/30/1987,1.594
12/31/1987,1.571
1/4/1988,1.585
1/5/1988,1.627
1/6/1988,1.649
1/7/1988,1.639
1/8/1988,1.651
1/11/1988,1.637
1/12/1988,1.635
1/13/1988,1.633
1/14/1988,1.637
1/15/1988,1.68
1/19/1988,1.676
1/20/1988,1.662
1/21/1988,1.664
1/22/1988,1.676
1/25/1988,1.678
1/26/1988,1.677
1/27/1988,1.671
1/28/1988,1.667
1/29/1988,1.679
2/1/1988,1.692
2/2/1988,1.682
2/3/1988,1.688
2/4/1988,1.69
2/5/1988,1.699
2/8/1988,1.695
2/9/1988,1.701
2/10/1988,1.691
2/11/1988,1.692
2/12/1988,1.714
2/16/1988,1.708
2/17/1988,1.706
2/18/1988,1.711
2/19/1988,1.708
2/22/1988,1.696
2/23/1988,1.692
2/24/1988,1.695
2/25/1988,1.697
2/26/1988,1.688
2/29/1988,1.688
3/1/1988,1.686
3/2/1988,1.694
3/3/1988,1.697
3/4/1988,1.69
3/7/1988,1.677
3/8/1988,1.669
3/9/1988,1.668
3/10/1988,1.665
3/11/1988,1.662
3/14/1988,1.664
3/15/1988,1.666
3/16/1988,1.672
3/17/1988,1.691
3/18/1988,1.697
3/21/1988,1.691
3/22/1988,1.694
3/23/1988,1.692
3/24/1988,1.68
3/25/1988,1.676
3/28/1988,1.661
3/29/1988,1.663
3/30/1988,1.664
3/31/1988,1.656
4/1/1988,1.656
4/4/1988,1.654
4/5/1988,1.67
4/6/1988,1.674
4/7/1988,1.68
4/8/1988,1.673
4/11/1988,1.687
4/12/1988,1.688
4/13/1988,1.694
4/14/1988,1.663
4/15/1988,1.661
4/18/1988,1.658
4/19/1988,1.663
4/20/1988,1.664
4/21/1988,1.664
4/22/1988,1.673
4/25/1988,1.678
4/26/1988,1.675
4/27/1988,1.675
4/28/1988,1.669
4/29/1988,1.675
5/2/1988,1.679
5/3/1988,1.677
5/4/1988,1.68
5/5/1988,1.679
5/6/1988,1.681
5/9/1988,1.682
5/10/1988,1.679
5/11/1988,1.678
5/12/1988,1.679
5/13/1988,1.683
5/16/1988,1.689
5/17/1988,1.704
5/18/1988,1.705
5/19/1988,1.701
5/20/1988,1.703
5/23/1988,1.702
5/24/1988,1.703
5/25/1988,1.706
5/26/1988,1.708
5/27/1988,1.719
5/31/1988,1.729
6/1/1988,1.726
6/2/1988,1.725
6/3/1988,1.727
6/6/1988,1.717
6/7/1988,1.715
6/8/1988,1.719
6/9/1988,1.72
6/10/1988,1.72
6/13/1988,1.725
6/14/1988,1.748
6/15/1988,1.753
6/16/1988,1.754
6/17/1988,1.753
6/20/1988,1.76
6/21/1988,1.758
6/22/1988,1.779
6/23/1988,1.786
6/24/1988,1.815
6/27/1988,1.819
6/28/1988,1.809
6/29/1988,1.83
6/30/1988,1.817
7/1/1988,1.82
7/5/1988,1.824
7/6/1988,1.822
7/7/1988,1.817
7/8/1988,1.838
7/11/1988,1.846
7/12/1988,1.838
7/13/1988,1.847
7/14/1988,1.848
7/15/1988,1.877
7/18/1988,1.882
7/19/1988,1.864
7/20/1988,1.851
7/21/1988,1.838
7/22/1988,1.826
7/25/1988,1.845
7/26/1988,1.861
7/27/1988,1.849
7/28/1988,1.865
7/29/1988,1.875
8/1/1988,1.877
8/2/1988,1.876
8/3/1988,1.876
8/4/1988,1.881
8/5/1988,1.893
8/8/1988,1.902
8/9/1988,1.916
8/10/1988,1.916
8/11/1988,1.9
8/12/1988,1.881
8/15/1988,1.881
8/16/1988,1.872
8/17/1988,1.913
8/18/1988,1.898
8/19/1988,1.892
8/22/1988,1.92
8/23/1988,1.907
8/24/1988,1.892
8/25/1988,1.864
8/26/1988,1.857
8/29/1988,1.869
8/30/1988,1.868
8/31/1988,1.879
9/1/1988,1.874
9/2/1988,1.859
9/6/1988,1.843
9/7/1988,1.844
9/8/1988,1.849
9/9/1988,1.849
9/12/1988,1.845
9/13/1988,1.85
9/14/1988,1.879
9/15/1988,1.876
9/16/1988,1.877
9/19/1988,1.869
9/20/1988,1.864
9/21/1988,1.875
9/22/1988,1.88
9/23/1988,1.876
9/26/1988,1.884
9/27/1988,1.879
9/28/1988,1.878
9/29/1988,1.883
9/30/1988,1.873
10/3/1988,1.861
10/4/1988,1.861
10/5/1988,1.863
10/6/1988,1.865
10/7/1988,1.862
10/11/1988,1.852
10/12/1988,1.836
10/13/1988,1.821
10/14/1988,1.813
10/17/1988,1.811
10/18/1988,1.804
10/19/1988,1.811
10/20/1988,1.803
10/21/1988,1.781
10/24/1988,1.789
10/25/1988,1.788
10/26/1988,1.775
10/27/1988,1.776
10/28/1988,1.778
10/31/1988,1.782
11/1/1988,1.786
11/2/1988,1.779
11/3/1988,1.772
11/4/1988,1.794
11/7/1988,1.784
11/8/1988,1.79
11/9/1988,1.761
11/10/1988,1.758
11/14/1988,1.745
11/15/1988,1.746
11/16/1988,1.724
11/17/1988,1.731
11/18/1988,1.736
11/21/1988,1.728
11/22/1988,1.721
11/23/1988,1.717
11/25/1988,1.716
11/28/1988,1.734
11/29/1988,1.727
11/30/1988,1.736
12/1/1988,1.733
12/2/1988,1.731
12/5/1988,1.724
12/6/1988,1.733
12/7/1988,1.76
12/8/1988,1.742
12/9/1988,1.734
12/12/1988,1.743
12/13/1988,1.747
12/14/1988,1.738
12/15/1988,1.749
12/16/1988,1.766
12/19/1988,1.763
12/20/1988,1.777
12/21/1988,1.77
12/22/1988,1.774
12/23/1988,1.777
12/27/1988,1.778
12/28/1988,1.787
12/29/1988,1.789
12/30/1988,1.774
1/3/1989,1.764
1/4/1989,1.788
1/5/1989,1.795
1/6/1989,1.814
1/9/1989,1.829
1/10/1989,1.835
1/11/1989,1.829
1/12/1989,1.825
1/13/1989,1.834
1/17/1989,1.851
1/18/1989,1.871
1/19/1989,1.867
1/20/1989,1.844
1/23/1989,1.838
1/24/1989,1.843
1/25/1989,1.843
1/26/1989,1.845
1/27/1989,1.863
1/30/1989,1.859
1/31/1989,1.879
2/1/1989,1.864
2/2/1989,1.869
2/3/1989,1.88
2/6/1989,1.879
2/7/1989,1.868
2/8/1989,1.872
2/9/1989,1.86
2/10/1989,1.862
2/13/1989,1.87
2/14/1989,1.85
2/15/1989,1.844
2/16/1989,1.842
2/17/1989,1.837
2/21/1989,1.842
2/22/1989,1.836
2/23/1989,1.822
2/24/1989,1.824
2/27/1989,1.818
2/28/1989,1.823
3/1/1989,1.837
3/2/1989,1.842
3/3/1989,1.841
3/6/1989,1.853
3/7/1989,1.854
3/8/1989,1.859
3/9/1989,1.862
3/10/1989,1.863
3/13/1989,1.868
3/14/1989,1.858
3/15/1989,1.872
3/16/1989,1.872
3/17/1989,1.876
3/20/1989,1.876
3/21/1989,1.873
3/22/1989,1.869
3/23/1989,1.872
3/24/1989,1.874
3/27/1989,1.883
3/28/1989,1.894
3/29/1989,1.892
3/30/1989,1.898
3/31/1989,1.897
4/3/1989,1.883
4/4/1989,1.871
4/5/1989,1.872
4/6/1989,1.869
4/7/1989,1.875
4/10/1989,1.88
4/11/1989,1.887
4/12/1989,1.886
4/13/1989,1.874
4/14/1989,1.871
4/17/1989,1.856
4/18/1989,1.853
4/19/1989,1.862
4/20/1989,1.847
4/21/1989,1.849
4/24/1989,1.861
4/25/1989,1.866
4/26/1989,1.879
4/27/1989,1.877
4/28/1989,1.88
5/1/1989,1.891
5/2/1989,1.887
5/3/1989,1.89
5/4/1989,1.892
5/5/1989,1.899
5/8/1989,1.908
5/9/1989,1.916
5/10/1989,1.905
5/11/1989,1.914
5/12/1989,1.92
5/15/1989,1.942
5/16/1989,1.944
5/17/1989,1.973
5/18/1989,1.967
5/19/1989,1.97
5/22/1989,2.009
5/23/1989,2.008
5/24/1989,2.012
5/25/1989,1.995
5/26/1989,1.99
5/30/1989,2.009
5/31/1989,1.976
6/1/1989,1.984
6/2/1989,1.958
6/5/1989,1.963
6/6/1989,1.98
6/7/1989,1.962
6/8/1989,1.978
6/9/1989,2.003
6/12/1989,2.025
6/13/1989,2.027
6/14/1989,2.03
6/15/1989,2.024
6/16/1989,1.992
6/19/1989,1.974
6/20/1989,1.978
6/21/1989,1.97
6/22/1989,1.96
6/23/1989,1.941
6/26/1989,1.958
6/27/1989,1.957
6/28/1989,1.965
6/29/1989,1.956
6/30/1989,1.955
7/3/1989,1.929
