Date,"Daily foreign exchange rates, 31 December 1979 ? 31 December 1998"
7/5/1989,1.89
7/6/1989,1.891
7/7/1989,1.884
7/10/1989,1.858
7/11/1989,1.881
7/12/1989,1.876
7/13/1989,1.882
7/14/1989,1.904
7/17/1989,1.907
7/18/1989,1.892
7/19/1989,1.902
7/20/1989,1.901
7/21/1989,1.906
7/24/1989,1.909
7/25/1989,1.896
7/26/1989,1.875
7/27/1989,1.869
7/28/1989,1.888
7/31/1989,1.866
8/1/1989,1.865
8/2/1989,1.852
8/3/1989,1.866
8/4/1989,1.897
8/7/1989,1.906
8/8/1989,1.891
8/9/1989,1.901
8/10/1989,1.892
8/11/1989,1.939
8/14/1989,1.939
8/15/1989,1.947
8/16/1989,1.942
8/17/1989,1.969
8/18/1989,1.95
8/21/1989,1.952
8/22/1989,1.941
8/23/1989,1.957
8/24/1989,1.959
8/25/1989,1.954
8/28/1989,1.959
8/29/1989,1.938
8/30/1989,1.946
8/31/1989,1.958
9/1/1989,1.978
9/5/1989,1.991
9/6/1989,1.975
9/7/1989,1.985
9/8/1989,1.981
9/11/1989,1.987
9/12/1989,1.988
9/13/1989,1.981
9/14/1989,1.969
9/15/1989,2
9/18/1989,1.953
9/19/1989,1.95
9/20/1989,1.942
9/21/1989,1.944
9/22/1989,1.95
9/25/1989,1.906
9/26/1989,1.889
9/27/1989,1.883
9/28/1989,1.882
9/29/1989,1.873
10/2/1989,1.875
10/3/1989,1.887
10/4/1989,1.878
10/5/1989,1.886
10/6/1989,1.893
10/10/1989,1.897
10/11/1989,1.917
10/12/1989,1.908
10/13/1989,1.891
10/16/1989,1.866
10/17/1989,1.852
10/18/1989,1.854
10/19/1989,1.852
10/20/1989,1.854
10/23/1989,1.856
10/24/1989,1.839
10/25/1989,1.841
10/26/1989,1.838
10/27/1989,1.83
10/30/1989,1.837
10/31/1989,1.841
11/1/1989,1.838
11/2/1989,1.848
11/3/1989,1.848
11/6/1989,1.852
11/7/1989,1.845
11/8/1989,1.846
11/9/1989,1.849
11/10/1989,1.863
11/13/1989,1.862
11/14/1989,1.849
11/15/1989,1.839
11/16/1989,1.836
11/17/1989,1.842
11/20/1989,1.836
11/21/1989,1.821
11/22/1989,1.814
11/24/1989,1.805
11/27/1989,1.79
11/28/1989,1.788
11/29/1989,1.783
11/30/1989,1.78
12/1/1989,1.782
12/4/1989,1.781
12/5/1989,1.777
12/6/1989,1.766
12/7/1989,1.773
12/8/1989,1.772
12/11/1989,1.766
12/12/1989,1.734
12/13/1989,1.74
12/14/1989,1.737
12/15/1989,1.723
12/18/1989,1.726
12/19/1989,1.738
12/20/1989,1.741
12/21/1989,1.726
12/22/1989,1.708
12/26/1989,1.7
12/27/1989,1.69
12/28/1989,1.688
12/29/1989,1.69
1/2/1990,1.709
1/3/1990,1.721
1/4/1990,1.684
1/5/1990,1.681
1/8/1990,1.669
1/9/1990,1.682
1/10/1990,1.68
1/11/1990,1.682
1/12/1990,1.68
1/16/1990,1.695
1/17/1990,1.691
1/18/1990,1.709
1/19/1990,1.705
1/22/1990,1.723
1/23/1990,1.697
1/24/1990,1.687
1/25/1990,1.688
1/26/1990,1.693
1/29/1990,1.679
1/30/1990,1.682
1/31/1990,1.688
2/1/1990,1.682
2/2/1990,1.686
2/5/1990,1.67
2/6/1990,1.658
2/7/1990,1.655
2/8/1990,1.673
2/9/1990,1.675
2/12/1990,1.67
2/13/1990,1.677
2/14/1990,1.672
2/15/1990,1.681
2/16/1990,1.68
2/20/1990,1.675
2/21/1990,1.666
2/22/1990,1.67
2/23/1990,1.678
2/26/1990,1.692
2/27/1990,1.685
2/28/1990,1.697
3/1/1990,1.715
3/2/1990,1.72
3/5/1990,1.704
3/6/1990,1.701
3/7/1990,1.707
3/8/1990,1.702
3/9/1990,1.705
3/12/1990,1.711
3/13/1990,1.717
3/14/1990,1.713
3/15/1990,1.703
3/16/1990,1.695
3/19/1990,1.683
3/20/1990,1.697
3/21/1990,1.709
3/22/1990,1.705
3/23/1990,1.711
3/26/1990,1.712
3/27/1990,1.712
3/28/1990,1.711
3/29/1990,1.698
3/30/1990,1.688
4/2/1990,1.704
4/3/1990,1.701
4/4/1990,1.7
4/5/1990,1.7
4/6/1990,1.696
4/9/1990,1.693
4/10/1990,1.691
4/11/1990,1.675
4/12/1990,1.673
4/13/1990,1.673
4/16/1990,1.678
4/17/1990,1.678
4/18/1990,1.673
4/19/1990,1.677
4/20/1990,1.689
4/23/1990,1.698
4/24/1990,1.695
4/25/1990,1.683
4/26/1990,1.683
4/27/1990,1.676
4/30/1990,1.679
5/1/1990,1.681
5/2/1990,1.683
5/3/1990,1.683
5/4/1990,1.672
5/7/1990,1.656
5/8/1990,1.658
5/9/1990,1.638
5/10/1990,1.637
5/11/1990,1.631
5/14/1990,1.645
5/15/1990,1.647
5/16/1990,1.643
5/17/1990,1.648
5/18/1990,1.648
5/21/1990,1.664
5/22/1990,1.67
5/23/1990,1.673
5/24/1990,1.678
5/25/1990,1.683
5/29/1990,1.672
5/30/1990,1.682
5/31/1990,1.699
6/1/1990,1.694
6/4/1990,1.693
6/5/1990,1.692
6/6/1990,1.688
6/7/1990,1.692
6/8/1990,1.697
6/11/1990,1.692
6/12/1990,1.693
6/13/1990,1.693
6/14/1990,1.695
6/15/1990,1.694
6/18/1990,1.677
6/19/1990,1.669
6/20/1990,1.679
6/21/1990,1.681
6/22/1990,1.675
6/25/1990,1.678
6/26/1990,1.672
6/27/1990,1.664
6/28/1990,1.669
6/29/1990,1.666
7/2/1990,1.658
7/3/1990,1.652
7/5/1990,1.649
7/6/1990,1.654
7/9/1990,1.649
7/10/1990,1.646
7/11/1990,1.651
7/12/1990,1.658
7/13/1990,1.643
7/16/1990,1.653
7/17/1990,1.646
7/18/1990,1.644
7/19/1990,1.644
7/20/1990,1.642
7/23/1990,1.628
7/24/1990,1.619
7/25/1990,1.619
7/26/1990,1.623
7/27/1990,1.615
7/30/1990,1.609
7/31/1990,1.588
8/1/1990,1.593
8/2/1990,1.595
8/3/1990,1.593
8/6/1990,1.577
8/7/1990,1.581
8/8/1990,1.595
8/9/1990,1.592
8/10/1990,1.59
8/13/1990,1.577
8/14/1990,1.57
8/15/1990,1.563
8/16/1990,1.564
8/17/1990,1.551
8/20/1990,1.558
8/21/1990,1.555
8/22/1990,1.554
8/23/1990,1.548
8/24/1990,1.558
8/27/1990,1.552
8/28/1990,1.553
8/29/1990,1.558
8/30/1990,1.566
8/31/1990,1.576
9/4/1990,1.584
9/5/1990,1.564
9/6/1990,1.558
9/7/1990,1.566
9/10/1990,1.582
9/11/1990,1.592
9/12/1990,1.588
9/13/1990,1.575
9/14/1990,1.562
9/17/1990,1.558
9/18/1990,1.548
9/19/1990,1.569
9/20/1990,1.58
9/21/1990,1.578
9/24/1990,1.557
9/25/1990,1.564
9/26/1990,1.572
9/27/1990,1.571
9/28/1990,1.567
10/1/1990,1.552
10/2/1990,1.555
10/3/1990,1.545
10/4/1990,1.534
10/5/1990,1.547
10/9/1990,1.526
10/10/1990,1.528
10/11/1990,1.532
10/12/1990,1.518
10/15/1990,1.523
10/16/1990,1.516
10/17/1990,1.511
10/18/1990,1.511
10/19/1990,1.504
10/22/1990,1.517
10/23/1990,1.518
10/24/1990,1.508
10/25/1990,1.513
10/26/1990,1.517
10/29/1990,1.517
10/30/1990,1.519
10/31/1990,1.516
11/1/1990,1.508
11/2/1990,1.502
11/5/1990,1.487
11/6/1990,1.487
11/7/1990,1.482
11/8/1990,1.488
11/9/1990,1.488
11/13/1990,1.48
11/14/1990,1.472
11/15/1990,1.478
11/16/1990,1.471
11/19/1990,1.475
11/20/1990,1.477
11/21/1990,1.482
11/23/1990,1.486
11/26/1990,1.492
11/27/1990,1.48
11/28/1990,1.485
11/29/1990,1.497
11/30/1990,1.5
12/3/1990,1.514
12/4/1990,1.503
12/5/1990,1.503
12/6/1990,1.49
12/7/1990,1.479
12/10/1990,1.473
12/11/1990,1.481
12/12/1990,1.478
12/13/1990,1.481
12/14/1990,1.485
12/17/1990,1.487
12/18/1990,1.484
12/19/1990,1.479
12/20/1990,1.503
12/21/1990,1.527
12/24/1990,1.546
12/26/1990,1.532
12/27/1990,1.53
12/28/1990,1.497
12/31/1990,1.497
1/2/1991,1.49
1/3/1991,1.493
1/4/1991,1.508
1/7/1991,1.533
1/8/1991,1.531
1/9/1991,1.514
1/10/1991,1.532
1/11/1991,1.533
1/14/1991,1.545
1/15/1991,1.544
1/16/1991,1.544
1/17/1991,1.514
1/18/1991,1.504
1/22/1991,1.495
1/23/1991,1.488
1/24/1991,1.486
1/25/1991,1.49
1/28/1991,1.49
1/29/1991,1.488
1/30/1991,1.493
1/31/1991,1.479
2/1/1991,1.468
2/4/1991,1.465
2/5/1991,1.463
2/6/1991,1.451
2/7/1991,1.452
2/8/1991,1.457
2/11/1991,1.445
2/12/1991,1.453
2/13/1991,1.457
2/14/1991,1.466
2/15/1991,1.477
2/19/1991,1.493
2/20/1991,1.497
2/21/1991,1.491
2/22/1991,1.506
2/25/1991,1.523
2/26/1991,1.52
2/27/1991,1.522
2/28/1991,1.526
3/1/1991,1.538
3/4/1991,1.537
3/5/1991,1.534
3/6/1991,1.542
3/7/1991,1.548
3/8/1991,1.563
3/11/1991,1.58
3/12/1991,1.572
3/13/1991,1.577
3/14/1991,1.579
3/15/1991,1.599
3/18/1991,1.633
3/19/1991,1.654
3/20/1991,1.65
3/21/1991,1.638
3/22/1991,1.645
3/25/1991,1.671
3/26/1991,1.69
3/27/1991,1.706
3/28/1991,1.706
3/29/1991,1.698
4/1/1991,1.685
4/2/1991,1.678
4/3/1991,1.668
4/4/1991,1.665
4/5/1991,1.681
4/8/1991,1.689
4/9/1991,1.668
4/10/1991,1.679
4/11/1991,1.671
4/12/1991,1.684
4/15/1991,1.677
4/16/1991,1.665
4/17/1991,1.673
4/18/1991,1.689
4/19/1991,1.737
4/22/1991,1.767
4/23/1991,1.742
4/24/1991,1.754
4/25/1991,1.748
4/26/1991,1.755
4/29/1991,1.769
4/30/1991,1.719
5/1/1991,1.706
5/2/1991,1.724
5/3/1991,1.748
5/6/1991,1.738
5/7/1991,1.721
5/8/1991,1.733
5/9/1991,1.744
5/10/1991,1.727
5/13/1991,1.714
5/14/1991,1.702
5/15/1991,1.691
5/16/1991,1.698
5/17/1991,1.738
5/20/1991,1.728
5/21/1991,1.713
5/22/1991,1.722
5/23/1991,1.714
5/24/1991,1.708
5/28/1991,1.698
5/29/1991,1.713
5/30/1991,1.721
5/31/1991,1.74
6/3/1991,1.746
6/4/1991,1.739
6/5/1991,1.749
6/6/1991,1.753
6/7/1991,1.77
6/10/1991,1.771
6/11/1991,1.773
6/12/1991,1.792
6/13/1991,1.798
6/14/1991,1.79
6/17/1991,1.798
6/18/1991,1.814
6/19/1991,1.79
6/20/1991,1.798
6/21/1991,1.799
6/24/1991,1.785
6/25/1991,1.799
6/26/1991,1.785
6/27/1991,1.796
6/28/1991,1.814
7/1/1991,1.822
7/2/1991,1.835
7/3/1991,1.831
7/5/1991,1.827
7/8/1991,1.811
7/9/1991,1.818
7/10/1991,1.815
7/11/1991,1.834
7/12/1991,1.789
7/15/1991,1.788
7/16/1991,1.8
7/17/1991,1.79
7/18/1991,1.771
7/19/1991,1.749
7/22/1991,1.759
7/23/1991,1.757
7/24/1991,1.737
7/25/1991,1.756
7/26/1991,1.739
7/29/1991,1.753
7/30/1991,1.752
7/31/1991,1.747
8/1/1991,1.758
8/2/1991,1.735
8/5/1991,1.72
8/6/1991,1.713
8/7/1991,1.709
8/8/1991,1.724
8/9/1991,1.728
8/12/1991,1.725
8/13/1991,1.731
8/14/1991,1.735
8/15/1991,1.733
8/16/1991,1.761
8/19/1991,1.817
8/20/1991,1.804
8/21/1991,1.753
8/22/1991,1.728
8/23/1991,1.753
8/26/1991,1.748
8/27/1991,1.749
8/28/1991,1.74
8/29/1991,1.747
8/30/1991,1.749
9/3/1991,1.74
9/4/1991,1.737
9/5/1991,1.74
9/6/1991,1.733
9/9/1991,1.695
9/10/1991,1.694
9/11/1991,1.697
9/12/1991,1.687
9/13/1991,1.685
9/16/1991,1.674
9/17/1991,1.671
9/18/1991,1.682
9/19/1991,1.69
9/20/1991,1.688
9/23/1991,1.673
9/24/1991,1.678
9/25/1991,1.683
9/26/1991,1.684
9/27/1991,1.676
9/30/1991,1.663
10/1/1991,1.666
10/2/1991,1.663
10/3/1991,1.666
10/4/1991,1.678
10/7/1991,1.681
10/8/1991,1.696
10/9/1991,1.692
10/10/1991,1.694
10/11/1991,1.693
10/15/1991,1.712
10/16/1991,1.702
10/17/1991,1.703
10/18/1991,1.689
10/21/1991,1.691
10/22/1991,1.695
10/23/1991,1.704
10/24/1991,1.7
10/25/1991,1.701
10/28/1991,1.711
10/29/1991,1.691
10/30/1991,1.672
10/31/1991,1.668
11/1/1991,1.662
11/4/1991,1.632
11/5/1991,1.643
11/6/1991,1.641
11/7/1991,1.631
11/8/1991,1.643
11/12/1991,1.637
11/13/1991,1.639
11/14/1991,1.631
11/15/1991,1.638
11/18/1991,1.606
11/19/1991,1.603
11/20/1991,1.603
11/21/1991,1.597
11/22/1991,1.586
11/25/1991,1.583
11/26/1991,1.58
11/27/1991,1.616
11/29/1991,1.627
12/2/1991,1.609
12/3/1991,1.614
12/4/1991,1.615
12/5/1991,1.59
12/6/1991,1.573
12/9/1991,1.575
12/10/1991,1.578
12/11/1991,1.576
12/12/1991,1.581
12/13/1991,1.583
12/16/1991,1.579
12/17/1991,1.577
12/18/1991,1.574
12/19/1991,1.559
12/20/1991,1.535
12/23/1991,1.515
12/24/1991,1.525
12/26/1991,1.511
12/27/1991,1.517
12/30/1991,1.52
12/31/1991,1.52
1/2/1992,1.528
1/3/1992,1.547
1/6/1992,1.519
1/7/1992,1.521
1/8/1992,1.515
1/9/1992,1.547
1/10/1992,1.583
1/13/1992,1.573
1/14/1992,1.591
1/15/1992,1.622
1/16/1992,1.618
1/17/1992,1.608
1/21/1992,1.584
1/22/1992,1.587
1/23/1992,1.596
1/24/1992,1.586
1/27/1992,1.617
1/28/1992,1.596
1/29/1992,1.59
1/30/1992,1.622
1/31/1992,1.608
2/3/1992,1.598
2/4/1992,1.593
2/5/1992,1.59
2/6/1992,1.577
2/7/1992,1.56
2/10/1992,1.572
2/11/1992,1.592
2/12/1992,1.606
2/13/1992,1.623
2/14/1992,1.629
2/18/1992,1.649
2/19/1992,1.647
2/20/1992,1.647
2/21/1992,1.65
2/24/1992,1.649
2/25/1992,1.641
2/26/1992,1.653
2/27/1992,1.644
2/28/1992,1.637
3/2/1992,1.641
3/3/1992,1.657
3/4/1992,1.672
3/5/1992,1.672
3/6/1992,1.67
3/9/1992,1.665
3/10/1992,1.672
3/11/1992,1.665
3/12/1992,1.673
3/13/1992,1.667
3/16/1992,1.666
3/17/1992,1.653
3/18/1992,1.649
3/19/1992,1.67
3/20/1992,1.678
3/23/1992,1.67
3/24/1992,1.665
3/25/1992,1.651
3/26/1992,1.662
3/27/1992,1.645
3/30/1992,1.649
3/31/1992,1.647
4/1/1992,1.651
4/2/1992,1.646
4/3/1992,1.624
4/6/1992,1.622
4/7/1992,1.625
4/8/1992,1.626
4/9/1992,1.621
4/10/1992,1.638
4/13/1992,1.655
4/14/1992,1.645
4/15/1992,1.662
4/16/1992,1.666
4/17/1992,1.669
4/20/1992,1.674
4/21/1992,1.67
4/22/1992,1.663
4/23/1992,1.662
4/24/1992,1.652
4/27/1992,1.651
4/28/1992,1.656
4/29/1992,1.657
4/30/1992,1.653
5/1/1992,1.641
5/4/1992,1.644
5/5/1992,1.642
5/6/1992,1.632
5/7/1992,1.636
5/8/1992,1.647
5/11/1992,1.642
5/12/1992,1.622
5/13/1992,1.622
5/14/1992,1.613
5/15/1992,1.615
5/18/1992,1.595
5/19/1992,1.591
5/20/1992,1.601
5/21/1992,1.615
5/22/1992,1.619
5/26/1992,1.608
5/27/1992,1.634
5/28/1992,1.627
5/29/1992,1.607
6/1/1992,1.611
6/2/1992,1.607
6/3/1992,1.604
6/4/1992,1.6
6/5/1992,1.588
6/8/1992,1.59
6/9/1992,1.591
6/10/1992,1.594
6/11/1992,1.579
6/12/1992,1.577
6/15/1992,1.571
6/16/1992,1.568
6/17/1992,1.578
6/18/1992,1.565
6/19/1992,1.571
6/22/1992,1.566
6/23/1992,1.565
6/24/1992,1.552
6/25/1992,1.542
6/26/1992,1.539
6/29/1992,1.517
6/30/1992,1.524
7/1/1992,1.518
7/2/1992,1.514
7/3/1992,1.517
7/6/1992,1.513
7/7/1992,1.5
7/8/1992,1.497
7/9/1992,1.518
7/10/1992,1.496
7/13/1992,1.479
7/14/1992,1.491
7/15/1992,1.478
7/16/1992,1.476
7/17/1992,1.46
7/20/1992,1.482
7/21/1992,1.489
7/22/1992,1.489
7/23/1992,1.484
7/24/1992,1.502
7/27/1992,1.483
7/28/1992,1.474
7/29/1992,1.484
7/30/1992,1.482
7/31/1992,1.481
8/3/1992,1.478
8/4/1992,1.475
8/5/1992,1.478
8/6/1992,1.482
8/7/1992,1.465
8/10/1992,1.468
8/11/1992,1.471
8/12/1992,1.465
8/13/1992,1.459
8/14/1992,1.468
8/17/1992,1.463
8/18/1992,1.458
8/19/1992,1.453
8/20/1992,1.448
8/21/1992,1.438
8/24/1992,1.404
8/25/1992,1.4
8/26/1992,1.407
8/27/1992,1.411
8/28/1992,1.407
8/31/1992,1.402
9/1/1992,1.394
9/2/1992,1.391
9/3/1992,1.412
9/4/1992,1.405
9/8/1992,1.392
9/9/1992,1.412
9/10/1992,1.411
9/11/1992,1.452
9/14/1992,1.486
9/15/1992,1.487
9/16/1992,1.518
9/17/1992,1.482
9/18/1992,1.502
9/21/1992,1.482
9/22/1992,1.491
9/23/1992,1.502
9/24/1992,1.486
9/25/1992,1.486
9/28/1992,1.452
9/29/1992,1.426
9/30/1992,1.415
10/1/1992,1.426
10/2/1992,1.409
10/5/1992,1.405
10/6/1992,1.43
10/7/1992,1.443
10/8/1992,1.472
10/9/1992,1.487
10/13/1992,1.472
10/14/1992,1.463
10/15/1992,1.45
10/16/1992,1.477
10/19/1992,1.485
10/20/1992,1.52
10/21/1992,1.509
10/22/1992,1.511
10/23/1992,1.532
10/26/1992,1.539
10/27/1992,1.536
10/28/1992,1.54
10/29/1992,1.541
10/30/1992,1.543
11/2/1992,1.567
11/3/1992,1.563
11/4/1992,1.568
11/5/1992,1.578
11/6/1992,1.595
11/9/1992,1.589
11/10/1992,1.597
11/12/1992,1.588
11/13/1992,1.566
11/16/1992,1.593
11/17/1992,1.6
11/18/1992,1.597
11/19/1992,1.58
11/20/1992,1.593
11/23/1992,1.602
11/24/1992,1.602
11/25/1992,1.594
11/27/1992,1.599
11/30/1992,1.594
12/1/1992,1.582
12/2/1992,1.572
12/3/1992,1.582
12/4/1992,1.598
12/7/1992,1.568
12/8/1992,1.556
12/9/1992,1.571
12/10/1992,1.582
12/11/1992,1.577
12/14/1992,1.57
12/15/1992,1.568
12/16/1992,1.555
12/17/1992,1.562
12/18/1992,1.567
12/21/1992,1.567
12/22/1992,1.587
12/23/1992,1.595
12/24/1992,1.599
12/28/1992,1.608
12/29/1992,1.613
12/30/1992,1.614
12/31/1992,1.62
1/4/1993,1.638
1/5/1993,1.625
1/6/1993,1.635
1/7/1993,1.637
1/8/1993,1.639
1/11/1993,1.63
1/12/1993,1.632
1/13/1993,1.633
1/14/1993,1.62
1/15/1993,1.634
1/19/1993,1.612
1/20/1993,1.607
1/21/1993,1.616
1/22/1993,1.59
1/25/1993,1.573
1/26/1993,1.577
1/27/1993,1.583
1/28/1993,1.586
1/29/1993,1.611
2/1/1993,1.638
2/2/1993,1.642
2/3/1993,1.646
2/4/1993,1.654
2/5/1993,1.655
2/8/1993,1.655
2/9/1993,1.652
2/10/1993,1.655
2/11/1993,1.658
2/12/1993,1.663
2/16/1993,1.633
2/17/1993,1.629
2/18/1993,1.634
2/19/1993,1.636
2/22/1993,1.629
2/23/1993,1.614
2/24/1993,1.619
2/25/1993,1.634
2/26/1993,1.642
3/1/1993,1.647
3/2/1993,1.643
3/3/1993,1.648
3/4/1993,1.636
3/5/1993,1.668
3/8/1993,1.663
3/9/1993,1.668
3/10/1993,1.666
3/11/1993,1.662
3/12/1993,1.666
3/15/1993,1.662
3/16/1993,1.664
3/17/1993,1.665
3/18/1993,1.654
3/19/1993,1.634
3/22/1993,1.638
3/23/1993,1.632
3/24/1993,1.629
3/25/1993,1.642
3/26/1993,1.63
3/29/1993,1.63
3/30/1993,1.618
3/31/1993,1.611
4/1/1993,1.597
4/2/1993,1.611
4/5/1993,1.596
4/6/1993,1.613
4/7/1993,1.616
4/8/1993,1.607
4/9/1993,1.604
4/12/1993,1.593
4/13/1993,1.58
4/14/1993,1.591
4/15/1993,1.605
4/16/1993,1.615
4/19/1993,1.601
4/20/1993,1.599
4/21/1993,1.605
4/22/1993,1.606
4/23/1993,1.583
4/26/1993,1.568
4/27/1993,1.58
4/28/1993,1.585
4/29/1993,1.582
4/30/1993,1.588
5/3/1993,1.584
5/4/1993,1.572
5/5/1993,1.58
5/6/1993,1.579
5/7/1993,1.584
5/10/1993,1.604
5/11/1993,1.609
5/12/1993,1.612
5/13/1993,1.615
5/14/1993,1.602
5/17/1993,1.618
5/18/1993,1.625
5/19/1993,1.624
5/20/1993,1.613
5/21/1993,1.627
5/24/1993,1.637
5/25/1993,1.629
5/26/1993,1.632
5/27/1993,1.613
5/28/1993,1.588
6/1/1993,1.592
6/2/1993,1.597
6/3/1993,1.601
6/4/1993,1.624
6/7/1993,1.621
6/8/1993,1.625
6/9/1993,1.638
6/10/1993,1.634
6/11/1993,1.622
6/14/1993,1.626
6/15/1993,1.637
6/16/1993,1.659
6/17/1993,1.657
6/18/1993,1.68
6/21/1993,1.69
6/22/1993,1.698
6/23/1993,1.694
6/24/1993,1.709
6/25/1993,1.704
6/28/1993,1.7
6/29/1993,1.693
6/30/1993,1.706
7/1/1993,1.702
7/2/1993,1.696
7/6/1993,1.7
7/7/1993,1.708
7/8/1993,1.705
7/9/1993,1.722
7/12/1993,1.729
7/13/1993,1.72
7/14/1993,1.717
7/15/1993,1.724
7/16/1993,1.723
7/19/1993,1.706
7/20/1993,1.71
7/21/1993,1.698
7/22/1993,1.708
7/23/1993,1.719
7/26/1993,1.724
7/27/1993,1.727
7/28/1993,1.719
7/29/1993,1.736
7/30/1993,1.741
8/2/1993,1.716
8/3/1993,1.704
8/4/1993,1.711
8/5/1993,1.716
8/6/1993,1.698
8/9/1993,1.697
8/10/1993,1.708
8/11/1993,1.718
8/12/1993,1.718
8/13/1993,1.711
8/16/1993,1.687
8/17/1993,1.697
8/18/1993,1.684
8/19/1993,1.686
8/20/1993,1.679
8/23/1993,1.69
8/24/1993,1.683
8/25/1993,1.689
8/26/1993,1.669
8/27/1993,1.667
8/30/1993,1.674
8/31/1993,1.678
9/1/1993,1.66
9/2/1993,1.648
9/3/1993,1.622
9/7/1993,1.611
9/8/1993,1.62
9/9/1993,1.6
9/10/1993,1.598
9/13/1993,1.612
9/14/1993,1.607
9/15/1993,1.594
9/16/1993,1.607
9/17/1993,1.611
9/20/1993,1.614
9/21/1993,1.641
9/22/1993,1.629
9/23/1993,1.645
9/24/1993,1.649
9/27/1993,1.631
9/28/1993,1.617
9/29/1993,1.614
9/30/1993,1.634
10/1/1993,1.631
10/4/1993,1.625
10/5/1993,1.624
10/6/1993,1.623
10/7/1993,1.623
10/8/1993,1.606
10/12/1993,1.597
10/13/1993,1.604
10/14/1993,1.614
10/15/1993,1.615
10/18/1993,1.628
10/19/1993,1.638
10/20/1993,1.646
10/21/1993,1.664
10/22/1993,1.675
10/25/1993,1.672
10/26/1993,1.684
10/27/1993,1.682
10/28/1993,1.686
10/29/1993,1.677
11/1/1993,1.694
11/2/1993,1.695
11/3/1993,1.694
11/4/1993,1.697
11/5/1993,1.692
11/8/1993,1.686
11/9/1993,1.695
11/10/1993,1.692
11/12/1993,1.693
11/15/1993,1.691
11/16/1993,1.705
11/17/1993,1.706
11/18/1993,1.712
11/19/1993,1.716
11/22/1993,1.704
11/23/1993,1.701
11/24/1993,1.702
11/26/1993,1.712
11/29/1993,1.709
11/30/1993,1.718
12/1/1993,1.718
12/2/1993,1.722
12/3/1993,1.722
12/6/1993,1.707
12/7/1993,1.706
12/8/1993,1.706
12/9/1993,1.706
12/10/1993,1.698
12/13/1993,1.705
12/14/1993,1.714
12/15/1993,1.716
12/16/1993,1.709
12/17/1993,1.705
12/20/1993,1.714
12/21/1993,1.709
12/22/1993,1.702
12/23/1993,1.694
12/24/1993,1.698
12/27/1993,1.701
12/28/1993,1.701
12/29/1993,1.718
12/30/1993,1.735
12/31/1993,1.74
1/3/1994,1.742
1/4/1994,1.738
1/5/1994,1.741
1/6/1994,1.743
1/7/1994,1.732
1/10/1994,1.734
1/11/1994,1.74
1/12/1994,1.735
1/13/1994,1.751
1/14/1994,1.751
1/18/1994,1.747
1/19/1994,1.747
1/20/1994,1.737
1/21/1994,1.747
1/24/1994,1.751
1/25/1994,1.754
1/26/1994,1.747
1/27/1994,1.745
1/28/1994,1.733
1/31/1994,1.74
2/1/1994,1.732
2/2/1994,1.734
2/3/1994,1.737
2/4/1994,1.752
2/7/1994,1.761
2/8/1994,1.763
2/9/1994,1.758
2/10/1994,1.754
2/11/1994,1.753
2/14/1994,1.743
2/15/1994,1.728
2/16/1994,1.724
2/17/1994,1.731
2/18/1994,1.719
2/22/1994,1.726
2/23/1994,1.729
2/24/1994,1.721
2/25/1994,1.709
2/28/1994,1.704
3/1/1994,1.712
3/2/1994,1.703
3/3/1994,1.708
3/4/1994,1.718
3/7/1994,1.718
3/8/1994,1.717
3/9/1994,1.709
3/10/1994,1.688
3/11/1994,1.677
3/14/1994,1.691
3/15/1994,1.694
3/16/1994,1.689
3/17/1994,1.685
3/18/1994,1.691
3/21/1994,1.698
3/22/1994,1.687
3/23/1994,1.686
3/24/1994,1.668
3/25/1994,1.667
3/28/1994,1.673
3/29/1994,1.675
3/30/1994,1.674
3/31/1994,1.668
