Date,"Daily foreign exchange rates, 31 December 1979 ? 31 December 1998"
4/1/1994,1.695
4/4/1994,1.698
4/5/1994,1.711
4/6/1994,1.715
4/7/1994,1.719
4/8/1994,1.711
4/11/1994,1.712
4/12/1994,1.72
4/13/1994,1.712
4/14/1994,1.709
4/15/1994,1.712
4/18/1994,1.719
4/19/1994,1.701
4/20/1994,1.695
4/21/1994,1.69
4/22/1994,1.694
4/25/1994,1.679
4/26/1994,1.679
4/27/1994,1.671
4/28/1994,1.667
4/29/1994,1.661
5/2/1994,1.647
5/3/1994,1.641
5/4/1994,1.659
5/5/1994,1.667
5/6/1994,1.663
5/9/1994,1.654
5/10/1994,1.672
5/11/1994,1.672
5/12/1994,1.668
5/13/1994,1.67
5/16/1994,1.674
5/17/1994,1.666
5/18/1994,1.657
5/19/1994,1.655
5/20/1994,1.647
5/23/1994,1.646
5/24/1994,1.654
5/25/1994,1.645
5/26/1994,1.644
5/27/1994,1.644
5/31/1994,1.645
6/1/1994,1.645
6/2/1994,1.654
6/3/1994,1.668
6/6/1994,1.668
6/7/1994,1.667
6/8/1994,1.671
6/9/1994,1.675
6/10/1994,1.666
6/13/1994,1.647
6/14/1994,1.644
6/15/1994,1.636
6/16/1994,1.632
6/17/1994,1.612
6/20/1994,1.601
6/21/1994,1.593
6/22/1994,1.606
6/23/1994,1.601
6/24/1994,1.587
6/27/1994,1.578
6/28/1994,1.581
6/29/1994,1.584
6/30/1994,1.585
7/1/1994,1.593
7/5/1994,1.584
7/6/1994,1.569
7/7/1994,1.574
7/8/1994,1.566
7/11/1994,1.536
7/12/1994,1.522
7/13/1994,1.536
7/14/1994,1.549
7/15/1994,1.557
7/18/1994,1.546
7/19/1994,1.566
7/20/1994,1.562
7/21/1994,1.575
7/22/1994,1.592
7/25/1994,1.591
7/26/1994,1.587
7/27/1994,1.576
7/28/1994,1.582
7/29/1994,1.588
8/1/1994,1.578
8/2/1994,1.579
8/3/1994,1.581
8/4/1994,1.582
8/5/1994,1.58
8/8/1994,1.58
8/9/1994,1.582
8/10/1994,1.577
8/11/1994,1.578
8/12/1994,1.559
8/15/1994,1.551
8/16/1994,1.551
8/17/1994,1.556
8/18/1994,1.547
8/19/1994,1.54
8/22/1994,1.531
8/23/1994,1.539
8/24/1994,1.546
8/25/1994,1.547
8/26/1994,1.567
8/29/1994,1.579
8/30/1994,1.578
8/31/1994,1.58
9/1/1994,1.574
9/2/1994,1.557
9/6/1994,1.544
9/7/1994,1.549
9/8/1994,1.558
9/9/1994,1.539
9/12/1994,1.541
9/13/1994,1.548
9/14/1994,1.54
9/15/1994,1.548
9/16/1994,1.535
9/19/1994,1.552
9/20/1994,1.555
9/21/1994,1.548
9/22/1994,1.547
9/23/1994,1.544
9/26/1994,1.556
9/27/1994,1.549
9/28/1994,1.55
9/29/1994,1.548
9/30/1994,1.551
10/3/1994,1.555
10/4/1994,1.551
10/5/1994,1.543
10/6/1994,1.545
10/7/1994,1.545
10/11/1994,1.548
10/12/1994,1.543
10/13/1994,1.541
10/14/1994,1.52
10/17/1994,1.501
10/18/1994,1.502
10/19/1994,1.503
10/20/1994,1.502
10/21/1994,1.499
10/24/1994,1.497
10/25/1994,1.492
10/26/1994,1.496
10/27/1994,1.497
10/28/1994,1.51
10/31/1994,1.504
11/1/1994,1.497
11/2/1994,1.504
11/3/1994,1.524
11/4/1994,1.522
11/7/1994,1.514
11/8/1994,1.507
11/9/1994,1.529
11/10/1994,1.533
11/14/1994,1.541
11/15/1994,1.545
11/16/1994,1.552
11/17/1994,1.546
11/18/1994,1.555
11/21/1994,1.56
11/22/1994,1.555
11/23/1994,1.552
11/25/1994,1.56
11/28/1994,1.565
11/29/1994,1.567
11/30/1994,1.569
12/1/1994,1.574
12/2/1994,1.577
12/5/1994,1.572
12/6/1994,1.575
12/7/1994,1.572
12/8/1994,1.577
12/9/1994,1.578
12/12/1994,1.574
12/13/1994,1.571
12/14/1994,1.571
12/15/1994,1.571
12/16/1994,1.573
12/19/1994,1.574
12/20/1994,1.573
12/21/1994,1.571
12/22/1994,1.578
12/23/1994,1.58
12/27/1994,1.577
12/28/1994,1.571
12/29/1994,1.55
12/30/1994,1.55
1/3/1995,1.555
1/4/1995,1.561
1/5/1995,1.552
1/6/1995,1.56
1/9/1995,1.546
1/10/1995,1.54
1/11/1995,1.536
1/12/1995,1.527
1/13/1995,1.536
1/17/1995,1.531
1/18/1995,1.53
1/19/1995,1.523
1/20/1995,1.513
1/23/1995,1.512
1/24/1995,1.513
1/25/1995,1.516
1/26/1995,1.514
1/27/1995,1.516
1/30/1995,1.504
1/31/1995,1.523
2/1/1995,1.524
2/2/1995,1.519
2/3/1995,1.526
2/6/1995,1.531
2/7/1995,1.536
2/8/1995,1.533
2/9/1995,1.528
2/10/1995,1.522
2/13/1995,1.521
2/14/1995,1.514
2/15/1995,1.512
2/16/1995,1.492
2/17/1995,1.489
2/21/1995,1.477
2/22/1995,1.471
2/23/1995,1.47
2/24/1995,1.467
2/27/1995,1.457
2/28/1995,1.457
3/1/1995,1.465
3/2/1995,1.459
3/3/1995,1.435
3/6/1995,1.399
3/7/1995,1.374
3/8/1995,1.394
3/9/1995,1.394
3/10/1995,1.412
3/13/1995,1.408
3/14/1995,1.413
3/15/1995,1.386
3/16/1995,1.397
3/17/1995,1.386
3/20/1995,1.401
3/21/1995,1.417
3/22/1995,1.406
3/23/1995,1.407
3/24/1995,1.419
3/27/1995,1.406
3/28/1995,1.392
3/29/1995,1.384
3/30/1995,1.412
3/31/1995,1.379
4/3/1995,1.374
4/4/1995,1.384
4/5/1995,1.381
4/6/1995,1.376
4/7/1995,1.384
4/10/1995,1.41
4/11/1995,1.402
4/12/1995,1.404
4/13/1995,1.39
4/14/1995,1.391
4/17/1995,1.37
4/18/1995,1.365
4/19/1995,1.357
4/20/1995,1.381
4/21/1995,1.375
4/24/1995,1.375
4/25/1995,1.368
4/26/1995,1.378
4/27/1995,1.376
4/28/1995,1.386
5/1/1995,1.39
5/2/1995,1.379
5/3/1995,1.374
5/4/1995,1.369
5/5/1995,1.372
5/8/1995,1.364
5/9/1995,1.373
5/10/1995,1.392
5/11/1995,1.429
5/12/1995,1.447
5/15/1995,1.445
5/16/1995,1.436
5/17/1995,1.437
5/18/1995,1.457
5/19/1995,1.44
5/22/1995,1.44
5/23/1995,1.447
5/24/1995,1.439
5/25/1995,1.404
5/26/1995,1.379
5/30/1995,1.388
5/31/1995,1.414
6/1/1995,1.418
6/2/1995,1.419
6/5/1995,1.405
6/6/1995,1.416
6/7/1995,1.405
6/8/1995,1.415
6/9/1995,1.404
6/12/1995,1.401
6/13/1995,1.406
6/14/1995,1.401
6/15/1995,1.413
6/16/1995,1.402
6/19/1995,1.404
6/20/1995,1.394
6/21/1995,1.392
6/22/1995,1.399
6/23/1995,1.388
6/26/1995,1.393
6/27/1995,1.384
6/28/1995,1.402
6/29/1995,1.384
6/30/1995,1.384
7/3/1995,1.381
7/5/1995,1.38
7/6/1995,1.382
7/7/1995,1.393
7/10/1995,1.397
7/11/1995,1.404
7/12/1995,1.403
7/13/1995,1.392
7/14/1995,1.392
7/17/1995,1.395
7/18/1995,1.388
7/19/1995,1.387
7/20/1995,1.38
7/21/1995,1.387
7/24/1995,1.384
7/25/1995,1.395
7/26/1995,1.388
7/27/1995,1.382
7/28/1995,1.38
7/31/1995,1.385
8/1/1995,1.382
8/2/1995,1.399
8/3/1995,1.39
8/4/1995,1.394
8/7/1995,1.406
8/8/1995,1.41
8/9/1995,1.407
8/10/1995,1.422
8/11/1995,1.435
8/14/1995,1.436
8/15/1995,1.474
8/16/1995,1.475
8/17/1995,1.478
8/18/1995,1.473
8/21/1995,1.472
8/22/1995,1.484
8/23/1995,1.482
8/24/1995,1.477
8/25/1995,1.479
8/28/1995,1.463
8/29/1995,1.472
8/30/1995,1.476
8/31/1995,1.468
9/1/1995,1.466
9/5/1995,1.463
9/6/1995,1.479
9/7/1995,1.476
9/8/1995,1.48
9/11/1995,1.472
9/12/1995,1.471
9/13/1995,1.493
9/14/1995,1.485
9/15/1995,1.488
9/18/1995,1.486
9/19/1995,1.485
9/20/1995,1.467
9/21/1995,1.435
9/22/1995,1.411
9/25/1995,1.428
9/26/1995,1.438
9/27/1995,1.427
9/28/1995,1.422
9/29/1995,1.43
10/2/1995,1.429
10/3/1995,1.441
10/4/1995,1.433
10/5/1995,1.427
10/6/1995,1.426
10/10/1995,1.419
10/11/1995,1.426
10/12/1995,1.422
10/13/1995,1.431
10/16/1995,1.421
10/17/1995,1.415
10/18/1995,1.422
10/19/1995,1.411
10/20/1995,1.399
10/23/1995,1.386
10/24/1995,1.387
10/25/1995,1.394
10/26/1995,1.403
10/27/1995,1.401
10/30/1995,1.404
10/31/1995,1.407
11/1/1995,1.415
11/2/1995,1.418
11/3/1995,1.415
11/6/1995,1.414
11/7/1995,1.418
11/8/1995,1.418
11/9/1995,1.412
11/10/1995,1.413
11/13/1995,1.419
11/14/1995,1.414
11/15/1995,1.403
11/16/1995,1.41
11/17/1995,1.402
11/20/1995,1.41
11/21/1995,1.41
11/22/1995,1.406
11/24/1995,1.418
11/27/1995,1.437
11/28/1995,1.432
11/29/1995,1.436
11/30/1995,1.447
12/1/1995,1.444
12/4/1995,1.439
12/5/1995,1.437
12/6/1995,1.445
12/7/1995,1.444
12/8/1995,1.447
12/11/1995,1.444
12/12/1995,1.449
12/13/1995,1.451
12/14/1995,1.441
12/15/1995,1.443
12/18/1995,1.431
12/19/1995,1.439
12/20/1995,1.442
12/21/1995,1.44
12/22/1995,1.439
12/26/1995,1.434
12/27/1995,1.431
12/28/1995,1.442
12/29/1995,1.435
1/2/1996,1.435
1/3/1996,1.441
1/4/1996,1.454
1/5/1996,1.439
1/8/1996,1.44
1/9/1996,1.442
1/10/1996,1.441
1/11/1996,1.44
1/12/1996,1.441
1/16/1996,1.459
1/17/1996,1.466
1/18/1996,1.47
1/19/1996,1.482
1/22/1996,1.477
1/23/1996,1.482
1/24/1996,1.485
1/25/1996,1.488
1/26/1996,1.491
1/29/1996,1.485
1/30/1996,1.489
1/31/1996,1.49
2/1/1996,1.493
2/2/1996,1.486
2/5/1996,1.466
2/6/1996,1.473
2/7/1996,1.479
2/8/1996,1.476
2/9/1996,1.479
2/12/1996,1.473
2/13/1996,1.478
2/14/1996,1.467
2/15/1996,1.47
2/16/1996,1.46
2/20/1996,1.453
2/21/1996,1.454
2/22/1996,1.451
2/23/1996,1.445
2/26/1996,1.448
2/27/1996,1.451
2/28/1996,1.466
2/29/1996,1.47
3/1/1996,1.479
3/4/1996,1.477
3/5/1996,1.475
3/6/1996,1.476
3/7/1996,1.479
3/8/1996,1.488
3/11/1996,1.481
3/12/1996,1.478
3/13/1996,1.475
3/14/1996,1.474
3/15/1996,1.474
3/18/1996,1.477
3/19/1996,1.476
3/20/1996,1.473
3/21/1996,1.478
3/22/1996,1.477
3/25/1996,1.479
3/26/1996,1.477
3/27/1996,1.487
3/28/1996,1.476
3/29/1996,1.477
4/1/1996,1.483
4/2/1996,1.481
4/3/1996,1.48
4/4/1996,1.481
4/5/1996,1.484
4/8/1996,1.477
4/9/1996,1.493
4/10/1996,1.501
4/11/1996,1.503
4/12/1996,1.504
4/15/1996,1.511
4/16/1996,1.511
4/17/1996,1.507
4/18/1996,1.508
4/19/1996,1.507
4/22/1996,1.516
4/23/1996,1.519
4/24/1996,1.522
4/25/1996,1.529
4/26/1996,1.529
4/29/1996,1.523
4/30/1996,1.53
5/1/1996,1.535
5/2/1996,1.53
5/3/1996,1.527
5/6/1996,1.527
5/7/1996,1.522
5/8/1996,1.516
5/9/1996,1.517
5/10/1996,1.528
5/13/1996,1.532
5/14/1996,1.535
5/15/1996,1.532
5/16/1996,1.535
5/17/1996,1.528
5/20/1996,1.534
5/21/1996,1.542
5/22/1996,1.54
5/23/1996,1.541
5/24/1996,1.544
5/28/1996,1.548
5/29/1996,1.545
5/30/1996,1.533
5/31/1996,1.527
6/3/1996,1.529
6/4/1996,1.533
6/5/1996,1.531
6/6/1996,1.533
6/7/1996,1.534
6/10/1996,1.534
6/11/1996,1.537
6/12/1996,1.536
6/13/1996,1.533
6/14/1996,1.525
6/17/1996,1.517
6/18/1996,1.516
6/19/1996,1.521
6/20/1996,1.523
6/21/1996,1.532
6/24/1996,1.53
6/25/1996,1.53
6/26/1996,1.528
6/27/1996,1.522
6/28/1996,1.521
7/1/1996,1.524
7/2/1996,1.526
7/3/1996,1.523
7/5/1996,1.532
7/8/1996,1.529
7/9/1996,1.525
7/10/1996,1.526
7/11/1996,1.521
7/12/1996,1.522
7/15/1996,1.52
7/16/1996,1.49
7/17/1996,1.485
7/18/1996,1.486
7/19/1996,1.489
7/22/1996,1.484
7/23/1996,1.49
7/24/1996,1.49
7/25/1996,1.48
7/26/1996,1.483
7/29/1996,1.48
7/30/1996,1.479
7/31/1996,1.473
8/1/1996,1.474
8/2/1996,1.478
8/5/1996,1.483
8/6/1996,1.483
8/7/1996,1.485
8/8/1996,1.484
8/9/1996,1.479
8/12/1996,1.477
8/13/1996,1.476
8/14/1996,1.487
8/15/1996,1.486
8/16/1996,1.494
8/19/1996,1.487
8/20/1996,1.489
8/21/1996,1.483
8/22/1996,1.491
8/23/1996,1.485
8/26/1996,1.48
8/27/1996,1.479
8/28/1996,1.476
8/29/1996,1.482
8/30/1996,1.48
9/3/1996,1.484
9/4/1996,1.483
9/5/1996,1.485
9/6/1996,1.492
9/9/1996,1.494
9/10/1996,1.508
9/11/1996,1.509
9/12/1996,1.515
9/13/1996,1.512
9/16/1996,1.511
9/17/1996,1.516
9/18/1996,1.51
9/19/1996,1.515
9/20/1996,1.515
9/23/1996,1.511
9/24/1996,1.514
9/25/1996,1.512
9/26/1996,1.523
9/27/1996,1.525
9/30/1996,1.527
10/1/1996,1.526
10/2/1996,1.528
10/3/1996,1.529
10/4/1996,1.53
10/7/1996,1.531
10/8/1996,1.527
10/9/1996,1.529
10/10/1996,1.53
10/11/1996,1.531
10/15/1996,1.54
10/16/1996,1.538
10/17/1996,1.544
10/18/1996,1.542
10/21/1996,1.536
10/22/1996,1.535
10/23/1996,1.523
10/24/1996,1.522
10/25/1996,1.52
10/28/1996,1.518
10/29/1996,1.509
10/30/1996,1.51
10/31/1996,1.514
11/1/1996,1.515
11/4/1996,1.514
11/5/1996,1.521
11/6/1996,1.518
11/7/1996,1.507
11/8/1996,1.506
11/12/1996,1.501
11/13/1996,1.505
11/14/1996,1.51
11/15/1996,1.509
11/18/1996,1.501
11/19/1996,1.504
11/20/1996,1.496
11/21/1996,1.498
11/22/1996,1.505
11/25/1996,1.522
11/26/1996,1.525
11/27/1996,1.529
11/29/1996,1.538
12/2/1996,1.544
12/3/1996,1.566
12/4/1996,1.563
12/5/1996,1.553
12/6/1996,1.547
12/9/1996,1.557
12/10/1996,1.554
12/11/1996,1.549
12/12/1996,1.544
12/13/1996,1.546
12/16/1996,1.553
12/17/1996,1.546
12/18/1996,1.554
12/19/1996,1.557
12/20/1996,1.551
12/23/1996,1.557
12/24/1996,1.556
12/26/1996,1.557
12/27/1996,1.556
12/30/1996,1.558
12/31/1996,1.539
1/2/1997,1.541
1/3/1997,1.563
1/6/1997,1.567
1/7/1997,1.563
1/8/1997,1.577
1/9/1997,1.578
1/10/1997,1.586
1/13/1997,1.591
1/14/1997,1.595
1/15/1997,1.592
1/16/1997,1.595
1/17/1997,1.612
1/21/1997,1.624
1/22/1997,1.637
1/23/1997,1.641
1/24/1997,1.63
1/27/1997,1.642
1/28/1997,1.649
1/29/1997,1.643
1/30/1997,1.638
1/31/1997,1.636
2/3/1997,1.64
2/4/1997,1.644
2/5/1997,1.648
2/6/1997,1.652
2/7/1997,1.675
2/10/1997,1.656
2/11/1997,1.673
2/12/1997,1.686
2/13/1997,1.687
2/14/1997,1.686
2/18/1997,1.689
2/19/1997,1.697
2/20/1997,1.686
2/21/1997,1.689
2/24/1997,1.673
2/25/1997,1.677
2/26/1997,1.687
2/27/1997,1.689
2/28/1997,1.687
3/3/1997,1.697
3/4/1997,1.713
3/5/1997,1.713
3/6/1997,1.717
3/7/1997,1.719
3/10/1997,1.703
3/11/1997,1.704
3/12/1997,1.702
3/13/1997,1.706
3/14/1997,1.696
3/17/1997,1.69
3/18/1997,1.673
3/19/1997,1.683
3/20/1997,1.689
3/21/1997,1.688
3/24/1997,1.688
3/25/1997,1.692
3/26/1997,1.692
3/27/1997,1.675
3/28/1997,1.679
3/31/1997,1.668
4/1/1997,1.671
4/2/1997,1.675
4/3/1997,1.669
4/4/1997,1.68
4/7/1997,1.709
4/8/1997,1.712
4/9/1997,1.724
4/10/1997,1.718
4/11/1997,1.724
4/14/1997,1.725
4/15/1997,1.734
4/16/1997,1.729
4/17/1997,1.725
4/18/1997,1.713
4/21/1997,1.703
4/22/1997,1.715
4/23/1997,1.712
4/24/1997,1.717
4/25/1997,1.725
4/28/1997,1.729
4/29/1997,1.723
4/30/1997,1.733
5/1/1997,1.721
5/2/1997,1.727
5/5/1997,1.732
5/6/1997,1.723
5/7/1997,1.722
5/8/1997,1.708
5/9/1997,1.69
5/12/1997,1.704
5/13/1997,1.697
5/14/1997,1.7
5/15/1997,1.699
5/16/1997,1.693
5/19/1997,1.711
5/20/1997,1.696
5/21/1997,1.692
5/22/1997,1.694
5/23/1997,1.693
5/27/1997,1.699
5/28/1997,1.694
5/29/1997,1.7
5/30/1997,1.709
6/2/1997,1.728
6/3/1997,1.728
6/4/1997,1.731
6/5/1997,1.73
6/6/1997,1.73
6/9/1997,1.709
6/10/1997,1.72
6/11/1997,1.717
6/12/1997,1.725
6/13/1997,1.731
6/16/1997,1.731
6/17/1997,1.734
6/18/1997,1.733
6/19/1997,1.724
6/20/1997,1.73
6/23/1997,1.72
6/24/1997,1.726
6/25/1997,1.726
6/26/1997,1.727
6/27/1997,1.738
6/30/1997,1.744
7/1/1997,1.742
7/2/1997,1.753
7/3/1997,1.75
7/7/1997,1.749
7/8/1997,1.759
7/9/1997,1.762
7/10/1997,1.752
7/11/1997,1.77
7/14/1997,1.789
7/15/1997,1.803
7/16/1997,1.799
7/17/1997,1.792
7/18/1997,1.789
7/21/1997,1.795
7/22/1997,1.819
7/23/1997,1.824
7/24/1997,1.83
7/25/1997,1.835
7/28/1997,1.848
7/29/1997,1.832
7/30/1997,1.837
7/31/1997,1.838
8/1/1997,1.865
8/4/1997,1.865
8/5/1997,1.881
8/6/1997,1.879
8/7/1997,1.87
8/8/1997,1.846
8/11/1997,1.857
8/12/1997,1.868
8/13/1997,1.835
8/14/1997,1.842
8/15/1997,1.824
8/18/1997,1.824
8/19/1997,1.842
8/20/1997,1.856
8/21/1997,1.843
8/22/1997,1.815
8/25/1997,1.821
8/26/1997,1.797
8/27/1997,1.81
8/28/1997,1.798
8/29/1997,1.805
9/2/1997,1.833
9/3/1997,1.815
9/4/1997,1.818
9/5/1997,1.8
9/8/1997,1.808
9/9/1997,1.812
9/10/1997,1.798
9/11/1997,1.782
9/12/1997,1.772
9/15/1997,1.76
9/16/1997,1.768
9/17/1997,1.772
9/18/1997,1.778
9/19/1997,1.772
9/22/1997,1.796
9/23/1997,1.796
9/24/1997,1.776
9/25/1997,1.769
9/26/1997,1.762
9/29/1997,1.758
9/30/1997,1.767
10/1/1997,1.775
10/2/1997,1.772
10/3/1997,1.759
10/6/1997,1.763
10/7/1997,1.754
10/8/1997,1.753
10/9/1997,1.744
10/10/1997,1.753
10/14/1997,1.755
10/15/1997,1.75
10/16/1997,1.745
10/17/1997,1.773
10/20/1997,1.772
10/21/1997,1.789
10/22/1997,1.784
10/23/1997,1.773
10/24/1997,1.774
10/27/1997,1.763
10/28/1997,1.729
10/29/1997,1.737
10/30/1997,1.726
10/31/1997,1.722
11/3/1997,1.737
11/4/1997,1.724
11/5/1997,1.722
11/6/1997,1.72
11/7/1997,1.708
11/10/1997,1.712
11/12/1997,1.724
11/13/1997,1.721
11/14/1997,1.732
11/17/1997,1.734
11/18/1997,1.725
11/19/1997,1.735
11/20/1997,1.734
11/21/1997,1.747
11/24/1997,1.737
11/25/1997,1.744
11/26/1997,1.761
11/28/1997,1.765
12/1/1997,1.777
12/2/1997,1.775
12/3/1997,1.77
12/4/1997,1.771
12/5/1997,1.782
12/8/1997,1.787
12/9/1997,1.792
12/10/1997,1.785
12/11/1997,1.77
12/12/1997,1.773
12/15/1997,1.772
12/16/1997,1.784
12/17/1997,1.77
12/18/1997,1.775
12/19/1997,1.769
12/22/1997,1.78
12/23/1997,1.774
12/24/1997,1.773
12/26/1997,1.775
12/29/1997,1.788
12/30/1997,1.792
12/31/1997,1.799
1/2/1998,1.803
1/5/1998,1.822
1/6/1998,1.821
1/7/1998,1.824
1/8/1998,1.82
1/9/1998,1.818
1/12/1998,1.818
1/13/1998,1.82
1/14/1998,1.823
1/15/1998,1.831
1/16/1998,1.831
1/20/1998,1.843
1/21/1998,1.828
1/22/1998,1.803
1/23/1998,1.781
1/26/1998,1.794
1/27/1998,1.79
1/28/1998,1.807
1/29/1998,1.821
1/30/1998,1.832
2/2/1998,1.821
2/3/1998,1.817
2/4/1998,1.801
2/5/1998,1.788
2/6/1998,1.804
2/9/1998,1.816
2/10/1998,1.812
2/11/1998,1.819
2/12/1998,1.809
2/13/1998,1.824
2/17/1998,1.827
2/18/1998,1.82
2/19/1998,1.824
2/20/1998,1.823
2/23/1998,1.792
2/24/1998,1.8
2/25/1998,1.812
2/26/1998,1.812
2/27/1998,1.814
3/2/1998,1.813
3/3/1998,1.809
3/4/1998,1.815
3/5/1998,1.826
3/6/1998,1.836
3/9/1998,1.829
3/10/1998,1.832
3/11/1998,1.835
3/12/1998,1.827
3/13/1998,1.82
3/16/1998,1.821
3/17/1998,1.818
3/18/1998,1.829
3/19/1998,1.83
3/20/1998,1.833
3/23/1998,1.827
3/24/1998,1.828
3/25/1998,1.828
3/26/1998,1.822
3/27/1998,1.827
3/30/1998,1.847
3/31/1998,1.85
4/1/1998,1.854
4/2/1998,1.852
4/3/1998,1.852
4/6/1998,1.843
4/7/1998,1.841
4/8/1998,1.821
4/9/1998,1.82
4/10/1998,1.824
4/13/1998,1.824
4/14/1998,1.804
4/15/1998,1.799
4/16/1998,1.807
4/17/1998,1.809
4/20/1998,1.799
4/21/1998,1.789
4/22/1998,1.792
4/23/1998,1.801
4/24/1998,1.792
4/27/1998,1.788
4/28/1998,1.794
4/29/1998,1.795
4/30/1998,1.794
5/1/1998,1.778
5/4/1998,1.78
5/5/1998,1.772
5/6/1998,1.766
5/7/1998,1.764
5/8/1998,1.771
5/11/1998,1.78
5/12/1998,1.775
5/13/1998,1.778
5/14/1998,1.782
5/15/1998,1.786
5/18/1998,1.787
5/19/1998,1.784
5/20/1998,1.77
5/21/1998,1.759
5/22/1998,1.759
5/26/1998,1.768
5/27/1998,1.782
5/28/1998,1.782
5/29/1998,1.784
6/1/1998,1.779
6/2/1998,1.781
6/3/1998,1.773
6/4/1998,1.765
6/5/1998,1.775
6/8/1998,1.78
6/9/1998,1.781
6/10/1998,1.797
6/11/1998,1.804
6/12/1998,1.805
6/15/1998,1.814
6/16/1998,1.798
6/17/1998,1.787
6/18/1998,1.793
6/19/1998,1.786
6/22/1998,1.794
6/23/1998,1.803
6/24/1998,1.801
6/25/1998,1.796
6/26/1998,1.813
6/29/1998,1.814
6/30/1998,1.803
7/1/1998,1.817
7/2/1998,1.823
7/3/1998,1.819
7/6/1998,1.812
7/7/1998,1.815
7/8/1998,1.818
7/9/1998,1.831
7/10/1998,1.819
7/13/1998,1.8
7/14/1998,1.802
7/15/1998,1.801
7/16/1998,1.79
7/17/1998,1.784
7/20/1998,1.78
7/21/1998,1.79
7/22/1998,1.788
7/23/1998,1.792
7/24/1998,1.779
7/27/1998,1.784
7/28/1998,1.773
7/29/1998,1.774
7/30/1998,1.776
7/31/1998,1.779
8/3/1998,1.784
8/4/1998,1.78
8/5/1998,1.772
8/6/1998,1.768
8/7/1998,1.78
8/10/1998,1.781
8/11/1998,1.781
8/12/1998,1.775
8/13/1998,1.785
8/14/1998,1.804
8/17/1998,1.793
8/18/1998,1.799
8/19/1998,1.798
8/20/1998,1.798
8/21/1998,1.797
8/24/1998,1.795
8/25/1998,1.799
8/26/1998,1.807
8/27/1998,1.798
8/28/1998,1.772
8/31/1998,1.758
9/1/1998,1.75
9/2/1998,1.751
9/3/1998,1.728
9/4/1998,1.735
9/8/1998,1.726
9/9/1998,1.726
9/10/1998,1.692
9/11/1998,1.689
9/14/1998,1.702
9/15/1998,1.69
9/16/1998,1.692
9/17/1998,1.685
9/18/1998,1.689
9/21/1998,1.681
9/22/1998,1.683
9/23/1998,1.687
9/24/1998,1.678
9/25/1998,1.673
9/28/1998,1.678
9/29/1998,1.675
9/30/1998,1.67
10/1/1998,1.65
10/2/1998,1.643
10/5/1998,1.635
10/6/1998,1.634
10/7/1998,1.614
10/8/1998,1.606
10/9/1998,1.633
10/13/1998,1.638
10/14/1998,1.641
10/15/1998,1.626
10/16/1998,1.619
10/19/1998,1.628
10/20/1998,1.643
10/21/1998,1.644
10/22/1998,1.641
10/23/1998,1.637
10/26/1998,1.651
10/27/1998,1.654
10/28/1998,1.654
10/29/1998,1.654
10/30/1998,1.657
11/2/1998,1.653
11/3/1998,1.66
11/4/1998,1.667
11/5/1998,1.657
11/6/1998,1.669
11/9/1998,1.691
11/10/1998,1.687
11/12/1998,1.693
11/13/1998,1.689
11/16/1998,1.667
11/17/1998,1.67
11/18/1998,1.67
11/19/1998,1.685
11/20/1998,1.689
11/23/1998,1.706
11/24/1998,1.707
11/25/1998,1.704
11/27/1998,1.713
11/30/1998,1.697
12/1/1998,1.681
12/2/1998,1.672
12/3/1998,1.673
12/4/1998,1.679
12/7/1998,1.677
12/8/1998,1.672
12/9/1998,1.67
12/10/1998,1.655
12/11/1998,1.649
12/14/1998,1.65
12/15/1998,1.659
12/16/1998,1.667
12/17/1998,1.666
12/18/1998,1.665
12/21/1998,1.674
12/22/1998,1.675
12/23/1998,1.675
12/24/1998,1.684
12/28/1998,1.679
12/29/1998,1.671
12/30/1998,1.677
12/31/1998,1.667
